,id,Authors,Title,Year,Source title,Cited by,DOI,Abstract,Author Keywords,Index Keywords,Publisher,Conference name,Conference date,Conference location,Document Type,Publication Stage,Open Access,Included,Reason,Fulltext screening,further excluded,Full-text screening
144,144,Vesteghem C.; Brøndum R.F.; Sønderkær M.; Sommer M.; Schmitz A.; Bødker J.S.; Dybkær K.; El-Galaly T.C.; Bøgsted M.,Implementing the FAIR Data Principles in precision oncology: Review of supporting initiatives,2020,Briefings in Bioinformatics,38,10.1093/bib/bbz044,"Compelling research has recently shown that cancer is so heterogeneous that single research centres cannot produce enough data to fit prognostic and predictive models of sufficient accuracy. Data sharing in precision oncology is therefore of utmost importance. The Findable, Accessible, Interoperable and Reusable (FAIR) Data Principles have been developed to define good practices in data sharing. Motivated by the ambition of applying the FAIR Data Principles to our own clinical precision oncology implementations and research, we have performed a systematic literature review of potentially relevant initiatives. For clinical data, we suggest using the Genomic Data Commons model as a reference as it provides a field-tested and well-documented solution. Regarding classification of diagnosis, morphology and topography and drugs, we chose to follow the World Health Organization standards, i.e. ICD10, ICD-O-3 and Anatomical Therapeutic Chemical classifications, respectively. For the bioinformatics pipeline, the Genome Analysis ToolKit Best Practices using Docker containers offer a coherent solution and have therefore been selected. Regarding the naming of variants, we follow the Human Genome Variation Society's standard. For the IT infrastructure, we have built a centralized solution to participate in data sharing through federated solutions such as the Beacon Networks. © 2019 The Author(s) 2019. Published by Oxford University Press. All rights reserved.",data sharing; FAIR Data Principles; genomics; precision oncology; standards,"Computational Biology; Genome, Human; Genomics; Humans; Information Dissemination; Medical Oncology; Neoplasms; Precision Medicine; biology; genetics; genomics; human; human genome; information dissemination; neoplasm; oncology; personalized medicine; procedures",Oxford University Press,,,,Review,Final,All Open Access; Hybrid Gold Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
145,145,Duda S.N.; Kennedy N.; Conway D.; Cheng A.C.; Nguyen V.; Zayas-Cabán T.; Harris P.A.,HL7 FHIR-based tools and initiatives to support clinical research: A scoping review,2022,Journal of the American Medical Informatics Association,38,10.1093/jamia/ocac105,"Objectives: The HL7® fast healthcare interoperability resources (FHIR®) specification has emerged as the leading interoperability standard for the exchange of healthcare data. We conducted a scoping review to identify trends and gaps in the use of FHIR for clinical research. Materials and methods: We reviewed published literature, federally funded project databases, application websites, and other sources to discover FHIR-based papers, projects, and tools (collectively, ""FHIR projects"") available to support clinical research activities. Results: Our search identified 203 different FHIR projects applicable to clinical research. Most were associated with preparations to conduct research, such as data mapping to and from FHIR formats (n = 66, 32.5%) and managing ontologies with FHIR (n = 30, 14.8%), or post-study data activities, such as sharing data using repositories or registries (n = 24, 11.8%), general research data sharing (n = 23, 11.3%), and management of genomic data (n = 21, 10.3%). With the exception of phenotyping (n = 19, 9.4%), fewer FHIR-based projects focused on needs within the clinical research process itself. Discussion: Funding and usage of FHIR-enabled solutions for research are expanding, but most projects appear focused on establishing data pipelines and linking clinical systems such as electronic health records, patient-facing data systems, and registries, possibly due to the relative newness of FHIR and the incentives for FHIR integration in health information systems. Fewer FHIR projects were associated with research-only activities. Conclusion: The FHIR standard is becoming an essential component of the clinical research enterprise. To develop FHIR's full potential for clinical research, funding and operational stakeholders should address gaps in FHIR-based research tools and methods.  © 2022 The Author(s). Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved.",data management; electronic health records; fast healthcare interoperability resources (FHIR); health information interoperability; health information management,Delivery of Health Care; Electronic Health Records; Health Information Systems; Health Level Seven; Humans; adult; clinical research; data interoperability; electronic health record; Fast Healthcare Interoperability Resources; female; funding; human; incentive; male; ontology; phenotype; pipeline; review; systematic review; electronic health record; health care delivery; health level 7; medical information system,Oxford University Press,,,,Review,Final,All Open Access; Green Open Access,1,,,1.0,without reference implementations
146,146,Gandrup J.; Ali S.M.; McBeth J.; Van Der Veer S.N.; Dixon W.G.,Remote symptom monitoring integrated into electronic health records: A systematic review,2020,Journal of the American Medical Informatics Association,39,10.1093/jamia/ocaa177,"Objective: People with long-term conditions require serial clinical assessments. Digital patient-reported symptoms collected between visits can inform these, especially if integrated into electronic health records (EHRs) and clinical workflows. This systematic review identified and summarized EHR-integrated systems to remotely collect patient-reported symptoms and examined their anticipated and realized benefits in long-term conditions. Materials and Methods: We searched Medline, Web of Science, and Embase. Inclusion criteria were symptom reporting systems in adults with long-term conditions; data integrated into the EHR; data collection outside of clinic; data used in clinical care. We synthesized data thematically. Benefits were assessed against a list of outcome indicators. We critically appraised studies using the Mixed Methods Appraisal Tool. Results: We included 12 studies representing 10 systems. Seven were in oncology. Systems were technically and functionally heterogeneous, with the majority being fully integrated (data viewable in the EHR). Half of the systems enabled regular symptom tracking between visits. We identified 3 symptom report-guided clinical workflows: Consultation-only (data used during consultation, n = 5), alert-based (real-time alerts for providers, n = 4) and patient-initiated visits (n = 1). Few author-described anticipated benefits, primarily to improve communication and resultant health outcomes, were realized based on the study results, and were only supported by evidence from early-stage qualitative studies. Studies were primarily feasibility and pilot studies of acceptable quality. Discussion and Conclusions: EHR-integrated remote symptom monitoring is possible, but there are few published efforts to inform development of these systems. Currently there is limited evidence that this improves care and outcomes, warranting future robust, quantitative studies of efficacy and effectiveness.  © 2020 The Author(s) 2020. Published by Oxford University Press on behalf of the American Medical Informatics Association.","digital health, mobile health, patient-generated health data; electronic health record; long-term conditions; remote monitoring","Chronic Disease; Computer Security; Data Collection; Electronic Health Records; Humans; Monitoring, Physiologic; Patient Generated Health Data; Systems Integration; Telemedicine; adult; consultation; controlled study; drug efficacy; electronic health record; Embase; feasibility study; female; human; male; Medline; outcome assessment; pilot study; qualitative research; remote sensing; review; systematic review; Web of Science; workflow; chronic disease; computer security; information processing; medical record; physiologic monitoring; procedures; system analysis; telemedicine",Oxford University Press,,,,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,1,,,1.0,only mentioned once
147,147,Crossen S.; Raymond J.; Neinstein A.,Top 10 Tips for Successfully Implementing a Diabetes Telehealth Program,2020,Diabetes Technology and Therapeutics,43,10.1089/dia.2020.0042,"Diabetes management is well suited to use of telehealth, and recent improvements in both diabetes technology and telehealth policy make this an ideal time for diabetes providers to begin integrating telehealth into their practices. This article provides background information, specific recommendations for effective implementation, and a vision for the future landscape of telehealth within diabetes care to guide interested providers and practices on this topic. Note: This article was written prior to the COVID19 pandemic, and does not include information about recent telehealth policy changes that occurred during or as a result of this public health crisis. © 2020 Mary Ann Liebert, Inc.",Diabetes mellitus; Patient-centered care; Patient-generated health data; Telehealth,Diabetes Mellitus; Humans; Telemedicine; hemoglobin A1c; access to information; blood glucose monitoring; diabetes mellitus; health care delivery; health care policy; human; medical record; patient care; priority journal; reimbursement; Review; standardization; telehealth; videoconferencing; workplace; diabetes mellitus; telemedicine,Mary Ann Liebert Inc.,,,,Review,Final,All Open Access; Hybrid Gold Open Access,0/1,,,,
148,148,Ramgopal S.; Sanchez-Pinto L.N.; Horvat C.M.; Carroll M.S.; Luo Y.; Florin T.A.,Artificial intelligence-based clinical decision support in pediatrics,2023,Pediatric Research,44,10.1038/s41390-022-02226-1,"Abstract: Machine learning models may be integrated into clinical decision support (CDS) systems to identify children at risk of specific diagnoses or clinical deterioration to provide evidence-based recommendations. This use of artificial intelligence models in clinical decision support (AI-CDS) may have several advantages over traditional “rule-based” CDS models in pediatric care through increased model accuracy, with fewer false alerts and missed patients. AI-CDS tools must be appropriately developed, provide insight into the rationale behind decisions, be seamlessly integrated into care pathways, be intuitive to use, answer clinically relevant questions, respect the content expertise of the healthcare provider, and be scientifically sound. While numerous machine learning models have been reported in pediatric care, their integration into AI-CDS remains incompletely realized to date. Important challenges in the application of AI models in pediatric care include the relatively lower rates of clinically significant outcomes compared to adults, and the lack of sufficiently large datasets available necessary for the development of machine learning models. In this review article, we summarize key concepts related to AI-CDS, its current application to pediatric care, and its potential benefits and risks. Impact: The performance of clinical decision support may be enhanced by the utilization of machine learning-based algorithms to improve the predictive performance of underlying models.Artificial intelligence-based clinical decision support (AI-CDS) uses models that are experientially improved through training and are particularly well suited toward high-dimensional data.The application of AI-CDS toward pediatric care remains limited currently but represents an important area of future research. © 2022, The Author(s), under exclusive licence to the International Pediatric Research Foundation, Inc.",,"Adult; Algorithms; Artificial Intelligence; Child; Decision Support Systems, Clinical; Humans; Machine Learning; Software; adult; algorithm; artificial intelligence; child; clinical decision support system; deterioration; health care personnel; human; machine learning; pediatrics; review; sound; algorithm; machine learning; software",Springer Nature,,,,Review,Final,All Open Access; Green Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
149,149,Holmgren A.J.; Adler-Milstein J.,Health information exchange in US hospitals: The current landscape and a path to improved information sharing,2017,Journal of Hospital Medicine,46,10.12788/jhm.2704,"Electronic health information exchange (HIE) was a foundational goal of the 2009 Health Information Technology for Economic and Clinical Health (HITECH) Act, but 7 years later we are far from a nationally interoperable health system. Connected electronic health records have the potential to enable fast access to a wealth of clinical data and can deliver a solution to the highly fragmented US healthcare system. In this review, we present a history and background of HIE, including its potential to deliver significant cost savings to the healthcare system. We examine the key components of HIE, including exchanges, the mechanism, and options available to providers. Health information exchange faces significant challenges, ranging from technical issues to lack of a clear goal, but continued policy initiatives and new technologies represent a promising path to providing clinicians with routine, electronic patient data. © 2017 Society of Hospital Medicine.",,Electronic Health Records; Health Information Exchange; Hospitals; Humans; Information Dissemination; United States; cost control; electronic medical record; health care policy; health care system; history; hospital; information technology; medical informatics; medical information; medical information system; patient information; priority journal; Review; United States; electronic health record; hospital; human; information dissemination; procedures; standards; trends,Society of hospital medicine,,,,Review,Final,All Open Access; Bronze Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
150,150,Palos-Sanchez P.R.; Saura J.R.; Martin M.Á.R.; Aguayo-Camacho M.,Toward a better understanding of the intention to use mhealth apps: Exploratory study,2021,JMIR mHealth and uHealth,47,10.2196/27021,"Background: An increasing number of mobile health (mHealth) apps are becoming available for download and use on mobile devices. Even with the increase in availability and use of mHealth apps, there has still not been a lot of research into understanding the intention to use this kind of apps. Objective: The purpose of this study was to investigate a technology acceptance model (TAM) that has been specially designed for primary health care applications. Methods: The proposed model is an extension of the TAM, and was empirically tested using data obtained from a survey of mHealth app users (n=310). The research analyzed 2 additional external factors: promotion of health and health benefits. Data were analyzed with a PLS-SEM software and confirmed that gender moderates the adoption of mHealth apps in Spain. The explanatory capacity (R2 for behavioral intention to use) of the proposed model was 76.4%. Likewise, the relationships of the external constructs of the extended TAM were found to be significant. Results: The results show the importance of healthy habits developed by using mHealth apps. In addition, communication campaigns for these apps should be aimed at transferring the usefulness of eHealth as an agent for transforming attitudes; additionally, as more health benefits are obtained, ease of use becomes greater. Perceived usefulness (PU; ?=.415, t0.001;4999=3.442, P=.001), attitude toward using (?=.301, t0.01;499=2.299, P=.02), and promotion of health (?=.210, t0.05;499=2.108, P=.03) were found to have a statistically significant impact on behavior intention to use eHealth apps (R2=76.4%). Perceived ease of use (PEOU; ?=.179, t0.01;499=2.623, P=.009) and PU (?=.755, t0.001;499=12.888, P<.001) were found to have a statistically significant impact on attitude toward using (R2>=78.2%). Furthermore, PEOU (?=.203, t0.01;499=2.810, P=.005), health benefits (?=.448, t0.001;499=4.010, P<.001), and promotion of health (?=.281, t0.01;499=2.393, P=.01) exerted a significant impact on PU (R2=72.7%). Finally, health benefits (?=.640, t0.001;499=14.948, P<.001) had a statistically significant impact on PEOU (R2=40.9%), while promotion of health (?=.865, t0.001;499=29.943, P<.001) significantly influenced health benefits (R2=74.7%). Conclusions: mHealth apps could be used to predict the behavior of patients in the face of recommendations to prevent pandemics, such as COVID-19 or SARS, and to track users'symptoms while they stay at home. Gender is a determining factor that influences the intention to use mHealth apps, so perhaps different interfaces and utilities could be designed according to gender. © 2021 JMIR Publications. All rights reserved.",Covid-19; Ehealth; Mhealth apps; Mobile apps; Pls-sem; Promotion of health; Tam,COVID-19; Humans; Intention; Mobile Applications; SARS-CoV-2; Telemedicine; behavior; human; mobile application; telemedicine,JMIR Publications Inc.,,,,Review,Final,All Open Access; Gold Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
151,151,Ding E.Y.; Marcus G.M.; McManus D.D.,Emerging Technologies for Identifying Atrial Fibrillation,2020,Circulation Research,50,10.1161/CIRCRESAHA.119.316342,"Atrial fibrillation (AF) is a major cause of morbidity and mortality globally, and much of this is driven by challenges in its timely diagnosis and treatment. Existing and emerging mobile technologies have been used to successfully identify AF in a variety of clinical and community settings, and while these technologies offer great promise for revolutionizing AF detection and screening, several major barriers may impede their effectiveness. The unclear clinical significance of device-detected AF, potential challenges in integrating patient-generated data into existing healthcare systems and clinical workflows, harm resulting from potential false positives, and identifying the appropriate scope of population-based screening efforts are all potential concerns that warrant further investigation. It is crucial for stakeholders such as healthcare providers, researchers, funding agencies, insurers, and engineers to actively work together in fulfilling the tremendous potential of mobile technologies to improve AF identification and management on a population level. © 2020 Lippincott Williams and Wilkins. All rights reserved.",atrial fibrillation; direct-to-consumer screening; electrocardiography; Food and Drug Administration device approval; medical devices; wearable devices,"Atrial Fibrillation; Computers, Handheld; Electrocardiography; Heart Rate Determination; Humans; Wearable Electronic Devices; atrial fibrillation; devices; electrocardiography; electronic device; heart rate measurement; human; personal digital assistant; procedures",Lippincott Williams and Wilkins,,,,Review,Final,All Open Access; Hybrid Gold Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
152,152,Caudle K.E.; Keeling N.J.; Klein T.E.; Whirl-Carrillo M.; Pratt V.M.; Hoffman J.M.,Standardization can accelerate the adoption of pharmacogenomics: Current status and the path forward,2018,Pharmacogenomics,51,10.2217/pgs-2018-0028,"Successfully implementing pharmacogenomics into routine clinical practice requires an efficient process to order genetic tests and report the results to clinicians and patients. Lack of standardized approaches and terminology in clinical laboratory processes, ordering of the test and reporting of test results all impede this workflow. Expert groups such as the Association for Molecular Pathology and the Clinical Pharmacogenetics Implementation Consortium have published recommendations for standardizing laboratory genetic testing, reporting and terminology. Other resources such as PharmGKB, ClinVar, ClinGen and PharmVar have established databases of nomenclature for pharmacogenetic alleles and variants. Opportunities remain to develop new standards and further disseminate existing standards which will accelerate the implementation of pharmacogenomics. © 2018 Future Medicine Ltd.",CPIC; implementation; pharmacogenetics; pharmacogenomics; PharmGKB; standardization,"Alleles; Databases, Factual; Genetic Testing; Humans; Pharmacogenetics; Pharmacogenomic Testing; Precision Medicine; adoption; adult; allele; clinical laboratory; clinical practice; controlled study; genetic screening; human; molecular pathology; nomenclature; pharmacogenomics; review; standardization; workflow; factual database; personalized medicine; pharmacogenetic testing; pharmacogenetics; procedures; standards; trends",Future Medicine Ltd.,,,,Review,Final,All Open Access; Green Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
153,153,Shull J.G.,Digital health and the state of interoperable electronic health records,2019,JMIR Medical Informatics,51,10.2196/12712,"Digital health systems and innovative care delivery within these systems have great potential to improve national health care and positively impact the health outcomes of patients. However, currently, very few countries have systems that can implement digital interventions at scale. This is partly because of the lack of interoperable electronic health records (EHRs). It is difficult to make decisions for an individual or population when the data on that person or population are dispersed over multiple incompatible systems. This viewpoint paper has highlighted some key obstacles of current EHRs and some promising successes, with the goal of promoting EHR evolution and advocating for frameworks that develop digital health systems that serve populations-a critical goal as we move further into this data-rich century with an ever-increasing number of patients who live longer and depend on health care services where resources may already be strained. This paper aimed to analyze the evolution, obstacles, and current landscape of EHRs and identify fundamental areas of hindrance for interoperability. It also aimed to highlight countries where advances have been made and extract best practices from these examples. The obstacles to EHR interoperability are not easily solved, but improving the current situation in countries where a national policy is not in place will require a focused inquiry into solutions from various sources in the public and private sector. Effort must be made on a national scale to seek solutions for optimally interoperable EHRs beyond status quo solutions. A list of considerations for best practices is suggested. © 2021 JMIR Cancer. All Rights Reserved.",EHRs; Health information technology; Machine learning in health,,JMIR Publications Inc.,,,,Review,Final,All Open Access; Gold Open Access; Green Open Access,1,,,1.0,"only mentioned, no test implementations"
154,154,Ginsburg G.S.; Wu R.R.; Orlando L.A.,Family health history: underused for actionable risk assessment,2019,The Lancet,58,10.1016/S0140-6736(19)31275-9,"Family health history (FHH) is the most useful means of assessing risk for common chronic diseases. The odds ratio for risk of developing disease with a positive FHH is frequently greater than 2, and actions can be taken to mitigate risk by adhering to screening guidelines, genetic counselling, genetic risk testing, and other screening methods. Challenges to the routine acquisition of FHH include constraints on provider time to collect data and the difficulty in accessing risk calculators. Disease-specific and broader risk assessment software platforms have been developed, many with clinical decision support and informatics interoperability, but few access patient information directly. Software that allows integration of FHH with the electronic medical record and clinical decision support capabilities has provided solutions to many of these challenges. Patient facing, electronic medical record, and web-enabled FHH platforms have been developed, and can provide greater identification of risk compared with conventional FHH ascertainment in primary care. FHH, along with cascade screening, can be an important component of population health management approaches to overall reduction of risk. © 2019 Elsevier Ltd",,Chronic Disease; Electronic Health Records; Humans; Medical History Taking; Odds Ratio; Risk Assessment; Software; access to information; chronic disease; clinical decision support system; electronic medical record; family history; genetic counseling; genetic risk; health care management; health hazard; human; information processing; medical informatics; nonhuman; odds ratio; patient information; population research; practice guideline; primary medical care; priority journal; Review; risk assessment; risk reduction; software; anamnesis; chronic disease; electronic health record; procedures,Lancet Publishing Group,,,,Review,Final,All Open Access; Green Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
155,155,Warner J.L.; Jain S.K.; Levy M.A.,Integrating cancer genomic data into electronic health records,2016,Genome Medicine,60,10.1186/s13073-016-0371-3,"The rise of genomically targeted therapies and immunotherapy has revolutionized the practice of oncology in the last 10-15 years. At the same time, new technologies and the electronic health record (EHR) in particular have permeated the oncology clinic. Initially designed as billing and clinical documentation systems, EHR systems have not anticipated the complexity and variety of genomic information that needs to be reviewed, interpreted, and acted upon on a daily basis. Improved integration of cancer genomic data with EHR systems will help guide clinician decision making, support secondary uses, and ultimately improve patient care within oncology clinics. Some of the key factors relating to the challenge of integrating cancer genomic data into EHRs include: the bioinformatics pipelines that translate raw genomic data into meaningful, actionable results; the role of human curation in the interpretation of variant calls; and the need for consistent standards with regard to genomic and clinical data. Several emerging paradigms for integration are discussed in this review, including: non-standardized efforts between individual institutions and genomic testing laboratories; ""middleware"" products that portray genomic information, albeit outside of the clinical workflow; and application programming interfaces that have the potential to work within clinical workflow. The critical need for clinical-genomic knowledge bases, which can be independent or integrated into the aforementioned solutions, is also discussed. © 2016 The Author(s).",,"Decision Support Systems, Clinical; Electronic Health Records; Genomics; Health Information Systems; Humans; Medical Informatics; Medical Oncology; Medical Records Systems, Computerized; Neoplasms; Systems Integration; circulating cell free tumor DNA; DNA; gefitinib; imatinib; osimertinib; ponatinib; rociletinib; unclassified drug; vemurafenib; bioinformatics; cancer diagnosis; cancer immunotherapy; cancer prevention; cancer prognosis; chronic myeloid leukemia; DNA methylation; DNA sequence; electronic health record; flow cytometry; fluorescence in situ hybridization; gastrointestinal stromal tumor; gene expression; genomics; human; immunohistochemistry; information processing; knowledge base; lung adenocarcinoma; mass cytometry; melanoma; middleware; monitoring; next generation sequencing; non small cell lung cancer; polymerase chain reaction; priority journal; Review; sequence analysis; standard; whole exome sequencing; whole genome sequencing; clinical decision support system; electronic health record; electronic medical record system; genetics; genomics; medical informatics; medical information system; Neoplasms; oncology; procedures; statistics and numerical data; system analysis",BioMed Central Ltd.,,,,Review,Final,All Open Access; Gold Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
156,156,Van De Sande D.; Van Genderen M.E.; Smit J.M.; Huiskens J.; Visser J.J.; Veen R.E.R.; Van Unen E.; Ba O.H.; Gommers D.; Bommel J.V.,"Developing, implementing and governing artificial intelligence in medicine: a step-by-step approach to prevent an artificial intelligence winter",2022,BMJ Health and Care Informatics,62,10.1136/bmjhci-2021-100495,"Objective Although the role of artificial intelligence (AI) in medicine is increasingly studied, most patients do not benefit because the majority of AI models remain in the testing and prototyping environment. The development and implementation trajectory of clinical AI models are complex and a structured overview is missing. We therefore propose a step-by-step overview to enhance clinicians' understanding and to promote quality of medical AI research. Methods We summarised key elements (such as current guidelines, challenges, regulatory documents and good practices) that are needed to develop and safely implement AI in medicine. Conclusion This overview complements other frameworks in a way that it is accessible to stakeholders without prior AI knowledge and as such provides a step-by-step approach incorporating all the key elements and current guidelines that are essential for implementation, and can thereby help to move AI from bytes to bedside.  © ",artificial intelligence; data science; machine learning,Artificial Intelligence; Biomedical Research; Humans; artificial intelligence; human; medical research; medicine; priority journal; privacy; reliability; Review; simulation; medical research,BMJ Publishing Group,,,,Review,Final,All Open Access; Gold Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
157,157,Vadiveloo M.; Lichtenstein A.H.; Anderson C.; Aspry K.; Foraker R.; Griggs S.; Hayman L.L.; Johnston E.; Stone N.J.; Thorndike A.N.,Rapid Diet Assessment Screening Tools for Cardiovascular Disease Risk Reduction Across Healthcare Settings: A Scientific Statement From the American Heart Association,2020,Circulation: Cardiovascular Quality and Outcomes,73,10.1161/HCQ.0000000000000094,"It is critical that diet quality be assessed and discussed at the point of care with clinicians and other members of the healthcare team to reduce the incidence and improve the management of diet-related chronic disease, especially cardiovascular disease. Dietary screening or counseling is not usually a component of routine medical visits. Moreover, numerous barriers exist to the implementation of screening and counseling, including lack of training and knowledge, lack of time, sense of futility, lack of reimbursement, competing demands during the visit, and absence of validated rapid diet screener tools with coupled clinical decision support to identify actionable modifications for improvement. With more widespread use of electronic health records, there is an enormous unmet opportunity to provide evidence-based clinician-delivered dietary guidance using rapid diet screener tools that must be addressed. In this scientific statement from the American Heart Association, we provide rationale for the widespread adoption of rapid diet screener tools in primary care and relevant specialty care prevention settings, discuss the theory- and practice-based criteria of a rapid diet screener tool that supports valid and feasible diet assessment and counseling in clinical settings, review existing tools, and discuss opportunities and challenges for integrating a rapid diet screener tool into clinician workflows through the electronic health record. © 2020 Lippincott Williams and Wilkins. All rights reserved.","AHA Scientific Statements; cardiovascular diseases; decision support systems, clinical; diet; electronic health records; point-of-care systems","Adult; Aged; American Heart Association; Cardiovascular Diseases; Counseling; Diet, Healthy; Energy Intake; Feeding Behavior; Female; Humans; Male; Middle Aged; Nutrition Assessment; Nutritive Value; Predictive Value of Tests; Preventive Health Services; Prognosis; Recommended Dietary Allowances; Risk Assessment; Risk Factors; Risk Reduction Behavior; Surveys and Questionnaires; United States; Young Adult; adult; aged; caloric intake; cardiovascular disease; counseling; dietary reference intake; feeding behavior; female; human; male; medical society; middle aged; nutritional assessment; nutritional value; predictive value; preventive health service; prognosis; questionnaire; risk assessment; risk factor; risk reduction; United States; young adult",Lippincott Williams and Wilkins,,,,Review,Final,All Open Access; Bronze Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
158,158,Anahtar M.N.; Yang J.H.; Kanjilal S.,Applications of Machine Learning to the Problem of Antimicrobial Resistance: an Emerging Model for Translational Research,2021,Journal of Clinical Microbiology,78,10.1128/JCM.01260-20,"Antimicrobial resistance (AMR) remains one of the most challenging phenomena of modern medicine. Machine learning (ML) is a subfield of artificial intelligence that focuses on the development of algorithms that learn how to accurately predict outcome variables using large sets of predictor variables that are typically not hand selected and are minimally curated. Models are parameterized using a training data set and then applied to a test data set on which predictive performance is evaluated. The application of ML algorithms to the problem of AMR has garnered increasing interest in the past 5 years due to the exponential growth of experimental and clinical data, heavy investment in computational capacity, improvements in algorithm performance, and increasing urgency for innovative approaches to reducing the burden of disease. Here, we review the current state of research at the intersection of ML and AMR with an emphasis on three domains of work. The first is the prediction of AMR using genomic data. The second is the use of ML to gain insight into the cellular functions disrupted by antibiotics, which forms the basis for understanding mechanisms of action and developing novel anti-infectives. The third focuses on the application of ML for antimicrobial stewardship using data extracted from the electronic health record. Although the use of ML for understanding, diagnosing, treating, and preventing AMR is still in its infancy, the continued growth of data and interest ensures it will become an important tool for future translational research programs.  © 2021 American Society for Microbiology.",antibiotic resistance; antimicrobial stewardship; drug discovery; machine learning; mechanisms of action; whole-genome sequencing,"Anti-Bacterial Agents; Anti-Infective Agents; Artificial Intelligence; Drug Resistance, Bacterial; Humans; Machine Learning; Translational Medical Research; antiinfective agent; antibiotic resistance; artificial intelligence; human; machine learning; translational research",American Society for Microbiology,,,,Review,Final,All Open Access; Green Open Access,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
159,159,Alabi R.O.; Youssef O.; Pirinen M.; Elmusrati M.; Mäkitie A.A.; Leivo I.; Almangush A.,"Machine learning in oral squamous cell carcinoma: Current status, clinical concerns and prospects for future—A systematic review",2021,Artificial Intelligence in Medicine,91,10.1016/j.artmed.2021.102060,"Background: Oral cancer can show heterogenous patterns of behavior. For proper and effective management of oral cancer, early diagnosis and accurate prediction of prognosis are important. To achieve this, artificial intelligence (AI) or its subfield, machine learning, has been touted for its potential to revolutionize cancer management through improved diagnostic precision and prediction of outcomes. Yet, to date, it has made only few contributions to actual medical practice or patient care. Objectives: This study provides a systematic review of diagnostic and prognostic application of machine learning in oral squamous cell carcinoma (OSCC) and also highlights some of the limitations and concerns of clinicians towards the implementation of machine learning-based models for daily clinical practice. Data sources: We searched OvidMedline, PubMed, Scopus, Web of Science, and Institute of Electrical and Electronics Engineers (IEEE) databases from inception until February 2020 for articles that used machine learning for diagnostic or prognostic purposes of OSCC. Eligibility criteria: Only original studies that examined the application of machine learning models for prognostic and/or diagnostic purposes were considered. Data extraction: Independent extraction of articles was done by two researchers (A.R. & O.Y) using predefine study selection criteria. We used the Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) in the searching and screening processes. We also used Prediction model Risk of Bias Assessment Tool (PROBAST) for assessing the risk of bias (ROB) and quality of included studies. Results: A total of 41 studies were published to have used machine learning to aid in the diagnosis/or prognosis of OSCC. The majority of these studies used the support vector machine (SVM) and artificial neural network (ANN) algorithms as machine learning techniques. Their specificity ranged from 0.57 to 1.00, sensitivity from 0.70 to 1.00, and accuracy from 63.4 % to 100.0 % in these studies. The main limitations and concerns can be grouped as either the challenges inherent to the science of machine learning or relating to the clinical implementations. Conclusion: Machine learning models have been reported to show promising performances for diagnostic and prognostic analyses in studies of oral cancer. These models should be developed to further enhance explainability, interpretability, and externally validated for generalizability in order to be safely integrated into daily clinical practices. Also, regulatory frameworks for the adoption of these models in clinical practices are necessary. © 2021 Elsevier B.V.",Explainable AI; Machine learning; Oral squamous cell carcinoma; Systematic review,"Artificial Intelligence; Carcinoma, Squamous Cell; Head and Neck Neoplasms; Humans; Machine Learning; Mouth Neoplasms; Squamous Cell Carcinoma of Head and Neck; Diagnosis; Diseases; Extraction; Forecasting; Neural networks; Predictive analytics; Risk assessment; Search engines; Support vector machines; Effective management; Eligibility criterion; Institute of Electrical and Electronics Engineers; Machine learning models; Machine learning techniques; Oral squamous cell carcinomata; Prognostic analysis; Regulatory frameworks; accuracy; artificial neural network; autofluorescence; automation; Bayesian network; cancer diagnosis; cancer prognosis; cancer recurrence; cancer staging; clinical practice; confocal laser scanning microscopy; convolutional neural network; decision tree; deep neural network; disease specific survival; feature selection; fuzzy system; histopathology; human; immunohistochemistry; k nearest neighbor; lymph node metastasis; machine learning; mouth cancer; mouth squamous cell carcinoma; multilayer perceptron; overall survival; priority journal; random forest; relevance vector machine; Review; sensitivity and specificity; support vector machine; survival rate; systematic review; tongue carcinoma; artificial intelligence; head and neck tumor; machine learning; meta analysis; mouth tumor; squamous cell carcinoma; Learning systems",Elsevier B.V.,,,,Review,Final,,0,"no technological concepts, interoperability frameworks, or FHIR/SMART on FHIR standard",,,
